STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,TRANSACTION,Transaction,INSTR_ASSET,Financial instruments and non-financial assets,ACTIVITY,Economic activity,EXPENDITURE,Expenditure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_PRICE,Price reference year,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,USD_EXC,"US dollars, exchange rate converted",V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2015,,9609.508,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,USD_EXC,"US dollars, exchange rate converted",V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2014,,10193.884,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,USD_EXC,"US dollars, exchange rate converted",V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2013,,10015.122,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,USD_EXC,"US dollars, exchange rate converted",V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2012,,9777.868,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,D12,Employers' social contributions,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,USD_EXC,"US dollars, exchange rate converted",V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2011,,10249.046,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2023,,308283.638,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2022,,307257.184,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2021,,297447.348,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2020,,266680.834,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2019,,280248.537,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2018,,284756.698,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2017,,268043.382,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2016,,267397.824,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2015,,261908.821,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2014,,266346.746,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2013,,261413.098,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2012,,259279.907,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2011,,259208.325,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2010,,260688.527,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2009,,243718.53,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2008,,261066.316,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2007,,252388.716,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2006,,235882.948,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2005,,215802.668,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2004,,206003.275,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2003,,194891.327,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2002,,190342.169,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2001,,197917.185,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,2000,,199217.742,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,1999,,187743.787,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,1998,,188824.188,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,1997,,181855.083,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,1996,,177798.36,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,1995,,174387.589,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(1.0),Annual GDP and components - income approach,I,A,Annual,CHE,Switzerland,S1,Total economy,S1,Total economy,B2A3G,"Operating surplus and mixed income, gross",_Z,Not applicable,_T,Total - All activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0103,Table 0103 - GDP identity from the income side,1994,,177342.599,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,CHF,Swiss franc
