"","X","ktnr","ktname","Einheit","stpf","snpstbetr","mean_stbetr","median_stbetr","gini_stbetr","mean_steink","median_steink","gini_steink","mean_steinka","median_steinka","gini_steinka","mean_reink","median_reink","gini_reink","mean_reinka","median_reinka","gini_reinka","p1","p5","p10","p20","p25","p30","p40","p50","p60","p70","p75","p80","p90","p95","p96","p97","p98","p99","p99_5","p99_9","p99_99","stpfo","stpf_100","stpf_200","stpf_300","stpf_400","stpf_500","stpf_600","stpf_700","stpf_800","stpf_900","stpf_1000","stpf_1100","stpf_1200","stpf_1300","stpf_1400","stpf_1500","stpf_1600","stpf_1700","stpf_1800","stpf_1900","stpf_2000","stpf_u2000","year","Einheit.ID"
"457",457,15,"AR","Total",34018,51.102,1502,197,0.862,55736,44800,0.466,42930.7578125,36000,0.441826045513153,63114,50300,0.454,47402.94140625,41277.77734375,0.412307649850845,0,0,5200,17800,23100,28000,37000,44800,52600,62000,67900,75200,100700,133500,147700,165100,200300,281000,379100,997500,NA,9426,4801,2690,3399,3979,4444,3830,2922,2042,1456,996,730,545,383,263,221,210,144,107,89,80,687,2016,NA
"458",458,16,"AI","Total",9454,15.587,1649,220,0.853,58838,46550,0.456,45428.98828125,37666.66796875,0.435184508562088,66972,52600,0.446,50250.90234375,43166.66796875,0.405397653579712,0,1000,8000,19900,24700,29900,38900,46550,54600,64500,71400,79900,107300,140800,154300,179800,216000,314600,450600,NA,NA,2383,1090,807,942,1072,1232,1052,807,571,456,298,250,168,124,104,66,68,35,30,35,24,223,2016,NA
"459",459,17,"SG","Total",298643,366.049,1226,200,0.838,53859,45100,0.435,41311.81640625,36142.85546875,0.408887326717377,61740,51100,0.425,46085.078125,41733.33203125,0.378500014543533,0,0,6500,19400,24400,29200,37900,45100,52600,61600,67300,74200,97700,125900,136600,152600,178900,242900,330900,700600,2500000,79536,37985,23249,30602,35765,41271,35140,26161,18396,12783,9214,6467,4653,3278,2511,1801,1447,1126,885,699,558,4652,2016,NA
"460",460,18,"GR","Total",129363,173.416,1341,200,0.85,51195,42000,0.489,39462.8046875,33733.33203125,0.467982262372971,58717,47100,0.468,44059.72265625,39266.66796875,0.431815952062607,0,0,2500,10400,16100,22300,33100,42000,50400,59800,65500,72600,96200,124400,135400,154000,183600,263700,366300,804300,3004200,34368,25264,10985,11402,13828,15449,13758,10597,7472,5172,3739,2643,1931,1353,962,683,606,444,357,307,223,2188,2016,NA
"461",461,19,"AG","Total",385567,560.148,1453,335,0.796,60541,51700,0.416,46096.25,41619.046875,0.389619618654251,68851,57900,0.406,51211.484375,47000,0.358524560928345,0,0,7100,23200,29600,35100,43900,51700,60100,70600,77300,85500,111500,141900,152900,169000,195600,250100,329300,634600,1860700,89026,45159,22782,29427,37877,48935,46194,37062,28292,21295,16118,12255,8669,6446,4905,3711,2898,2149,1651,1419,1067,7256,2016,NA
"462",462,20,"TG","Total",158718,217.338,1369,236,0.826,57101,47800,0.432,43195.31640625,37809.5234375,0.406164199113846,65339,54100,0.423,48188.25390625,43533.33203125,0.376872181892395,0,0,6700,20700,26000,31300,40200,47800,55800,65600,71700,79500,104900,134600,146500,162300,190500,250000,337100,702700,2570000,39372,19617,11023,14798,17572,20789,18729,14383,10539,7606,5618,4133,2980,2197,1554,1243,1004,692,590,450,424,2777,2016,NA
"463",463,21,"TI","Total",224834,408.455,1817,151,0.892,54041,38700,0.54,41107.30078125,31000,0.51359897851944,60923,44300,0.521,45385.1953125,36300,0.482396125793457,0,0,300,10600,15800,20300,29900,38700,47800,58100,64500,72600,101800,143600,161600,190900,244200,365900,505600,1124900,3187300,72943,43664,22770,23690,25308,24494,20886,15678,11326,7859,5790,4167,3117,2392,1886,1450,1197,902,762,675,564,6257,2016,NA
"464",464,22,"VD","Total",452934,1041.071,2299,213,0.868,63080,45600,0.533,46626.48828125,36881.9453125,0.49935045838356,71209,51700,0.509,51669.0078125,42300,0.461502283811569,0,0,0,12300,18900,24700,35900,45600,55700,68300,76600,87200,124300,173300,192900,221800,272000,379800,520000,1079900,3442400,139178,83375,33884,38909,43811,46856,41508,33552,25840,19579,15501,11987,9412,7463,5876,4755,3860,3111,2709,2222,1840,16884,2016,NA
"465",465,23,"VS","Total",238185,236.544,993,138,0.86,43716,36300,0.524,33571.19140625,28523.80859375,0.505851805210114,50444,41200,0.515,37654.6875,34300,0.477978378534317,0,0,0,3800,7200,13500,25900,36300,45300,54500,60000,66500,87300,111800,121300,136000,160900,220000,285600,604100,2175300,79858,65531,17379,21135,24334,26997,23204,17069,12185,8414,5568,3902,2665,1801,1371,944,743,702,506,417,334,2984,2016,NA
"466",466,24,"NE","Total",107803,128.629,1193,158,0.854,50738,41600,0.483,38628.11328125,33700,0.450755476951599,58209,46800,0.476,43153.36328125,39300,0.425019085407257,0,0,0,11300,18200,23400,33000,41600,49900,60100,66400,74000,98800,127600,138200,154200,182600,249800,337300,665500,2127500,35274,20503,8149,10965,11990,13133,10619,8152,6155,4499,3178,2386,1716,1245,947,672,548,400,309,262,220,1755,2016,NA
"467",467,25,"GE","Total",281155,910.54,3239,182,0.898,69319,43600,0.606,50870.640625,34600,0.573713481426239,76570,49600,0.586,55266.23828125,40000,0.546167254447937,0,0,0,6200,13600,19800,31500,43600,55600,69700,78500,89800,131800,190400,215700,254000,322500,478500,700600,1764100,8681400,95297,63477,21121,24119,23162,23640,22549,19145,15643,12235,9380,7373,5771,4654,3742,3184,2544,2114,1667,1495,1234,12906,2016,NA
"468",468,26,"JU","Total",45847,35.365,771,130,0.832,45477,39700,0.449,34890.3671875,31285.71484375,0.420598477125168,52995,45100,0.448,39411.6875,37263.15625,0.395910203456879,0,0,1500,12100,18000,22900,31600,39700,47300,56000,61000,67700,88100,109900,118500,130300,150100,194200,248200,457900,NA,15539,8404,3967,5091,5634,5924,4927,3373,2479,1719,1186,857,536,358,273,192,158,123,83,81,75,407,2016,NA
"469",469,1,"ZH","Total",898539,2408.185,2680,378,0.849,70721,52400,0.5,54106,43133,0.47,78680,58500,0.481,59071,48400,0.438,0,0,4600,20000,26200,32500,43000,52400,62500,75200,83800,94500,131900,182800,203300,232200,282800,398400,566400,1334200,4601600,213234,120127,58504,71081,80391,94935,91628,77538,60448,46318,36441,28504,22282,17483,13619,10801,8729,7307,5940,5008,4239,37216,2017,NA
"470",470,2,"BE","Total",654839,767.276,1172,197,0.83,51881,44400,0.461,40540,36400,0.438,58891,49500,0.448,44948,41500,0.407,0,0,0,13300,20400,26200,36300,44400,52300,61800,67800,75100,99100,126600,136500,150700,173900,227100,302600,612900,2281900,198001,117015,43725,56869,71919,84111,72726,54953,39950,28826,20776,14893,10813,7944,6005,4330,3357,2625,2074,1571,1266,9091,2017,NA
"471",471,3,"LU","Total",239839,391.254,1631,242,0.853,59045,47700,0.454,45311,38667,0.427,67119,53500,0.442,50239,44200,0.396,0,0,6500,20500,26000,31500,40300,47700,55400,64800,70900,78600,104700,136900,149400,168200,200300,278000,394800,993000,4417100,60914,29913,16872,21709,26214,32591,29064,21807,15520,11112,7985,5886,4164,3216,2461,1808,1404,1094,881,707,578,4853,2017,NA
"472",472,4,"UR","Total",21025,23.686,1127,231,0.822,53974,47300,0.405,41379,37533,0.383,61936,53200,0.397,46194,43095,0.351,0,1700,8700,21600,27000,32000,40100,47300,54300,62500,67400,73300,92400,115500,125450,139300,158900,213900,296700,585100,NA,5269,2298,1638,1946,2488,2943,2799,2138,1492,996,635,431,270,198,140,125,73,57,49,35,22,252,2017,NA
"473",473,5,"SZ","Total",94795,460.323,4856,353,0.906,88931,51800,0.591,67577,42300,0.568,96689,57700,0.57,72313,47400,0.538,0,0,6300,21600,27600,33600,43200,51800,61400,74100,82800,94500,142900,226500,268600,328700,436200,734600,1159600,3492000,NA,21675,11634,6134,7710,8952,10940,10219,8035,6061,4517,3359,2643,1962,1593,1243,991,876,697,613,490,442,5684,2017,NA
"474",474,6,"OW","Total",22362,52.626,2353,260,0.893,65023,47900,0.5,50782,38200,0.488,72093,53400,0.487,55029,43333,0.46,0,1600,7700,20600,26000,31300,40200,47900,55600,64600,70600,77800,103000,140700,157500,180000,223300,346800,502500,1354000,NA,5249,2704,1634,2034,2470,2932,2781,2085,1519,1039,725,507,349,254,198,140,123,117,80,64,49,558,2017,NA
"475",475,7,"NW","Total",26128,87.241,3339,374,0.889,76832,52200,0.521,59973,42900,0.502,83809,57700,0.506,64285,47622,0.475,0,2000,10100,23900,29900,35200,44100,52200,61100,72100,79400,89100,122100,170900,194600,232300,295100,423000,664200,2280800,NA,5372,2575,1792,2188,2560,3190,3020,2496,1848,1324,1025,817,551,472,329,259,187,164,129,114,79,1009,2017,NA
"476",476,8,"GL","Total",23814,25.332,1064,198,0.823,52058,44800,0.417,40726,36000,0.396,59780,50400,0.41,45498,41667,0.367,0,1100,7700,19400,24500,29000,37600,44800,52100,60800,65800,72500,94000,119000,129700,143300,167100,225300,297900,591900,NA,6031,2861,1998,2520,2899,3309,2838,2190,1477,1052,724,477,310,213,178,133,101,86,69,45,35,299,2017,NA
"477",477,9,"ZG","Total",73805,416.237,5640,572,0.872,99702,59800,0.574,74275,48600,0.545,107298,66100,0.558,78886,53700,0.521,0,0,6300,24000,32000,38600,49200,59800,72200,89500,101100,116400,175300,272100,314200,385300,5e+05,762000,1242300,3324900,NA,14975,8904,3998,4590,5472,7132,6913,6042,4860,3902,3208,2602,2190,1848,1378,1174,980,840,660,598,500,6014,2017,NA
"478",478,10,"FR","Total",183048,224.722,1228,201,0.827,54751,46500,0.445,41098,36600,0.416,63357,52700,0.439,46231,42933,0.387,0,0,4400,16500,22500,28100,38200,46500,54900,64800,71100,78900,103800,132800,143300,158200,182700,236600,314300,602700,1515000,54168,27678,14024,16196,18965,22401,20483,15952,11791,8812,6412,4677,3378,2525,1919,1409,1094,837,683,533,417,2862,2017,NA
"479",479,11,"SO","Total",169168,220.793,1305,244,0.82,55557,47600,0.444,42950,38900,0.416,63079,52800,0.435,47628,44200,0.389,0,0,2300,18000,24200,29900,39700,47600,55600,65200,71300,78900,103400,130900,141400,156300,180300,235100,314000,651600,2700500,44680,25706,10561,14517,17350,21646,19758,15533,11279,8143,6132,4394,3161,2333,1660,1246,1037,734,585,444,379,2570,2017,NA
"480",480,12,"BS","Total",124751,338.049,2710,230,0.882,66169,45400,0.547,52549,38400,0.522,73043,50800,0.521,57043,43200,0.486,0,0,2600,14900,19600,24800,35600,45400,55600,67600,75300,85500,122500,171300,191200,218500,265500,369800,515200,1387400,8015200,35427,19917,11678,11755,12004,12774,11635,9677,7149,5423,3948,3193,2553,1943,1521,1290,1050,885,724,568,535,4529,2017,NA
"481",481,13,"BL","Total",172690,418.352,2423,379,0.85,68937,53000,0.489,51280,42900,0.454,77267,59200,0.47,56468,48304,0.42,0,0,3700,19800,26900,33800,44100,53000,62600,74800,82300,91800,123900,165900,182000,207400,250000,346700,484600,1314400,4780300,42612,24359,10351,12068,14803,18788,18686,15500,12403,9665,7351,5726,4352,3229,2469,1902,1621,1234,1094,786,645,5658,2017,NA
"482",482,14,"SH","Total",48932,63.554,1299,223,0.825,55264,46600,0.436,42912,38000,0.41,62725,52100,0.425,47542,43267,0.381,0,0,5900,19400,24600,29600,38900,46600,54600,64100,70000,77100,101600,131800,142400,157600,185300,253900,333300,716200,NA,12431,6356,3676,4791,5412,6374,5661,4418,3244,2220,1634,1209,787,609,473,382,280,184,165,133,103,821,2017,NA
"483",483,15,"AR","Total",34333,51.728,1507,204,0.855,56141,45200,0.462,43503,36500,0.439,63512,50800,0.45,47972,41800,0.41,0,0,5300,18100,23400,28300,37400,45200,53200,62800,68700,76200,101900,134800,148500,168600,206300,280300,392000,877300,NA,9320,4724,2727,3404,3960,4431,3810,3011,2139,1484,1039,721,565,434,315,223,188,140,116,80,83,739,2017,NA
"484",484,16,"AI","Total",9483,19.328,2038,225,0.877,62512,47400,0.479,48710,38100,0.464,70698,53000,0.466,53581,43400,0.433,0,1300,8600,20600,25400,30700,39700,47400,55400,65300,71300,79900,107800,145500,163300,187100,226000,345100,500300,NA,NA,2329,1070,779,925,1051,1269,1050,862,591,439,315,236,166,102,105,70,60,44,42,29,31,247,2017,NA
"485",485,17,"SG","Total",300529,372.23,1239,204,0.835,54159,45500,0.433,41629,36500,0.408,61988,51300,0.425,46377,42100,0.378,0,0,6600,19500,24600,29400,38200,45500,53100,62100,67700,74800,98300,126500,137500,153100,180400,243600,332200,730000,2396600,78773,38069,23220,30474,35434,41120,35494,26647,18773,13326,9262,6600,4690,3417,2560,1916,1432,1138,898,768,604,4687,2017,NA
"486",486,18,"GR","Total",129866,178.188,1372,205,0.849,51689,42300,0.489,40006,34067,0.469,59183,47500,0.468,44595,39571,0.433,0,0,2500,10700,16400,22700,33500,42300,50800,60200,66000,73200,96900,125800,136800,155800,186300,268200,367500,812200,3180000,33946,25046,10912,11412,13892,15403,13971,10447,7721,5345,3718,2719,1928,1406,994,736,567,492,383,266,255,2253,2017,NA
"487",487,19,"AG","Total",390609,574.192,1470,341,0.796,60778,51800,0.417,46314,41800,0.39,69036,58000,0.407,51401,47231,0.359,0,0,7200,23200,29700,35100,44000,51800,60300,71000,77700,85800,112000,142400,153500,170000,195800,252000,326300,630100,2e+06,89891,45592,23222,29606,38572,48872,46482,37526,28729,21969,16412,12412,8948,6628,5010,3772,2904,2212,1794,1465,1087,7395,2017,NA
"488",488,20,"TG","Total",160782,228.307,1420,245,0.827,57801,48100,0.434,43784,38100,0.409,66014,54400,0.425,48767,43800,0.38,0,0,6900,21000,26300,31600,40400,48100,56300,66100,72400,80300,105600,136000,147000,164300,193400,253100,339100,742600,3055000,39200,19701,11066,14789,17758,20825,18715,14793,10650,7959,5870,4215,3094,2245,1637,1367,929,738,599,469,419,2944,2017,NA
"489",489,21,"TI","Total",226028,418.091,1850,156,0.891,54498,39100,0.54,41542,31300,0.515,61302,44500,0.522,45757,36533,0.484,0,0,300,10700,16000,20500,30000,39100,48100,58500,65000,73200,102700,144700,162800,192700,245700,369100,5e+05,1117800,3238300,72574,43597,22775,23907,25025,24489,21085,15841,11479,8014,5874,4267,3261,2423,1894,1538,1233,946,772,656,573,6379,2017,NA
"490",490,22,"VD","Total",462569,1086.956,2350,213,0.87,63427,45500,0.538,46812,36769,0.503,71565,51700,0.513,51867,42300,0.465,0,0,0,12100,18600,24500,35700,45500,55700,68400,76600,87300,124600,173600,193600,222900,272000,379600,519000,1050000,4071900,142301,85719,34941,39972,44094,47742,42175,33869,26382,20004,15997,12200,9520,7601,6048,4891,3968,3305,2718,2210,1915,17298,2017,NA
"491",491,23,"VS","Total",240968,239.448,994,141,0.858,43871,36500,0.522,33749,28733,0.504,50603,41400,0.512,37846,34500,0.476,0,0,0,4000,7500,14000,26100,36500,45500,54700,60100,66800,87700,112200,121900,136500,162200,220000,287500,6e+05,2049100,80448,65415,17841,21621,24596,27393,23525,17199,12257,8664,5712,3961,2731,1917,1337,1044,779,578,502,530,332,3034,2017,NA
"492",492,24,"NE","Total",108839,133.717,1229,155,0.859,50801,41300,0.49,38740,33467,0.458,58214,46600,0.481,43257,39067,0.432,0,0,0,10900,17700,22800,32600,41300,49700,59800,66100,73800,98600,128200,139400,154800,184100,248500,335400,698700,2383200,36005,21059,8555,10870,12136,12996,10695,8127,6096,4584,3207,2397,1691,1188,925,740,595,370,314,285,229,1780,2017,NA
"493",493,25,"GE","Total",285856,904.162,3163,180,0.896,68470,43300,0.604,50171,34400,0.571,75736,49200,0.584,54586,39952,0.543,0,0,0,5800,13000,19300,31100,43300,55400,69600,78400,89700,131900,191100,215900,253900,323200,478400,712500,1794800,10978400,98046,65463,21678,24365,23337,23919,22698,19199,15933,12400,9384,7576,5886,4642,3750,3140,2591,2152,1838,1465,1299,13141,2017,NA
"494",494,26,"JU","Total",46178,35.795,775,132,0.829,45650,39600,0.449,35080,31460,0.419,53145,45000,0.448,39603,37333,0.395,0,0,1600,12200,18100,23000,31600,39600,47300,56300,61700,68400,88800,110100,118700,130100,151000,192800,248600,441200,NA,15440,8447,3958,5177,5715,5873,4770,3509,2550,1738,1241,872,525,408,253,201,155,134,87,84,66,415,2017,NA
"495",495,1,"ZH","Total",908625,2483.807,2734,395,0.847,71563,52900,0.498,54766,43700,0.467,79451,59000,0.481,59692,49000,0.436,0,0,5000,20200,26700,33000,43500,52900,63200,76300,84900,95700,133700,185300,206200,236600,286600,402200,576700,1406500,5006600,210560,118795,58659,71461,80316,95562,92191,77958,61488,47513,37716,29799,22505,18142,13917,11430,9253,7475,6116,5161,4341,38827,2018,NA
"496",496,2,"BE","Total",656919,799.973,1218,204,0.83,52764,45000,0.459,41490,37100,0.437,59664,50000,0.447,45848,42100,0.407,0,0,400,14400,21100,26900,36900,45000,53000,62500,68500,75900,100100,127600,137600,152000,175200,229000,305500,623200,2303000,193599,113245,44557,56842,71186,83741,73711,56184,40666,29479,21229,15387,11218,8323,6130,4533,3464,2721,2104,1646,1336,9217,2018,NA
"497",497,3,"LU","Total",241870,404.095,1671,257,0.852,59772,48200,0.453,45883,39200,0.426,67874,54000,0.442,50838,44667,0.394,0,0,6800,21000,26500,32000,40800,48200,55900,65400,71600,79400,105800,138400,150400,169100,201800,280300,392600,887300,4945400,60082,29360,16892,21619,26196,32689,29526,22089,15885,11434,8193,6057,4393,3338,2457,1979,1470,1114,906,733,592,4948,2018,NA
"498",498,4,"UR","Total",21096,23.85,1131,244,0.813,54464,47900,0.401,41867,38200,0.379,62420,53600,0.393,46698,43600,0.348,0,2500,9200,21800,27300,32300,40500,47900,55000,63100,68200,74500,93800,117600,128000,142000,167500,221100,314100,613600,NA,5085,2235,1612,1993,2436,2866,2823,2163,1495,1075,681,415,305,180,151,115,77,66,60,43,31,274,2018,NA
"499",499,5,"SZ","Total",96039,484.218,5042,371,0.906,90846,52400,0.594,69270,42952,0.572,98495,58200,0.574,73946,47900,0.543,0,0,6500,21900,28000,34000,43800,52400,62100,75000,83800,95500,145100,229900,272800,335500,451800,743700,1197700,3959700,NA,21454,11636,6066,7781,8860,10976,10367,8157,6268,4658,3483,2679,2060,1567,1307,1013,930,715,581,532,465,5938,2018,NA
"500",500,6,"OW","Total",22595,49.7,2200,270,0.881,63866,48100,0.487,49316,38722,0.468,71231,53300,0.476,53729,43875,0.44,0,1300,7600,20800,26300,31700,40600,48100,56000,65300,71300,78900,104900,141400,161000,187800,240000,354300,520000,1487700,NA,5233,2715,1617,2052,2432,3018,2728,2169,1475,1096,708,574,354,291,204,146,97,103,79,71,44,622,2018,NA
"501",501,7,"NW","Total",26225,82.849,3159,387,0.879,75591,52600,0.508,58989,43300,0.487,82648,58000,0.493,63370,48048,0.461,0,2300,10200,24600,30300,35700,44500,52600,61400,72900,80300,89800,123500,174500,198400,232200,3e+05,434200,657200,2090200,NA,5282,2566,1704,2174,2571,3229,3045,2471,1837,1403,1025,812,577,445,355,280,201,153,136,107,102,1032,2018,NA
"502",502,8,"GL","Total",23930,26.637,1113,205,0.824,52933,45700,0.416,41393,36429,0.395,60676,51000,0.411,46175,42200,0.366,0,1300,7900,20200,25000,29700,38300,45700,52800,61500,66500,73000,94600,119500,130300,144900,169600,227700,318400,679000,NA,5883,2823,1916,2509,2834,3344,2960,2228,1543,1018,710,517,346,219,174,131,97,88,57,49,47,320,2018,NA
"503",503,9,"ZG","Total",74828,458.812,6132,585,0.878,104759,60600,0.588,76076,48200,0.558,112979,67800,0.57,80958,53559,0.532,0,0,6700,24300,32100,38900,49800,60600,73400,91200,102900,118300,180000,282300,326400,394700,520000,816300,1331700,3951900,NA,15134,8902,4045,4690,5465,6916,6937,6096,4878,3999,3294,2722,2251,1873,1435,1208,1057,808,763,609,555,6325,2018,NA
"504",504,10,"FR","Total",185808,233.547,1257,209,0.825,55352,47100,0.444,41788,37308,0.415,63866,53100,0.438,46879,43533,0.387,0,0,4500,16900,23000,28700,38800,47100,55500,65500,71800,79700,104900,133800,144300,159400,184900,240000,319700,624000,1975600,53970,27837,13780,16142,19053,22638,20964,16431,12090,9014,6630,4939,3576,2608,1990,1439,1175,850,677,512,462,3001,2018,NA
"505",505,11,"SO","Total",165229,219.9,1331,287,0.806,57415,49100,0.422,43603,39300,0.395,65607,55000,0.414,48599,44900,0.367,0,0,6500,21300,27000,32600,41500,49100,57100,66900,73100,80700,105400,133800,144400,159900,184700,241400,320900,679000,2443400,38096,20502,10651,14379,17560,21309,19940,15509,11581,8423,6319,4442,3359,2258,1743,1355,952,800,597,466,374,2710,2018,NA
"506",506,12,"BS","Total",124917,346.318,2772,239,0.88,66991,45700,0.548,53053,38733,0.522,73918,51100,0.522,57573,43533,0.486,0,0,2800,15000,19800,25000,35900,45700,56000,68000,76200,86700,125600,176100,195800,223700,269500,372500,525900,1344700,6358300,35244,19736,11661,11716,11886,12898,11438,9704,7107,5324,4009,3246,2522,1964,1645,1341,1040,942,781,654,506,4797,2018,NA
"507",507,13,"BL","Total",173514,391.894,2259,387,0.837,67684,53300,0.477,50576,43133,0.443,76004,59500,0.459,55762,48563,0.41,0,0,3800,20000,27200,33900,44300,53300,62900,75100,82800,92300,124900,168200,185100,210300,250900,345200,472100,1109400,4255300,42531,24422,10236,12001,14837,18804,18884,15676,12377,9654,7401,5740,4415,3229,2568,1970,1588,1224,1069,878,697,5844,2018,NA
"508",508,14,"SH","Total",49340,65.144,1320,239,0.821,55902,47100,0.433,43389,38533,0.406,63349,52500,0.423,48008,43800,0.378,0,0,6300,19800,25100,30400,39500,47100,55100,64600,70500,77800,103000,133300,144800,159600,186300,253500,341500,672600,NA,12241,6286,3627,4683,5402,6533,5756,4488,3258,2296,1651,1233,875,592,484,390,311,226,166,142,109,832,2018,NA
"509",509,15,"AR","Total",34309,52.93,1543,212,0.853,57017,45800,0.46,44140,37333,0.435,64414,51400,0.448,48620,42400,0.406,0,0,5900,18800,24200,29100,38100,45800,54000,63700,69700,77400,103200,136100,149800,169200,203100,278100,385700,864100,NA,9044,4566,2671,3326,3933,4467,3807,3025,2176,1522,1110,774,554,455,319,236,187,161,122,81,103,714,2018,NA
"510",510,16,"AI","Total",9563,18.381,1922,247,0.862,62009,47900,0.467,48061,38900,0.446,70123,53400,0.456,52900,44333,0.416,0,500,8400,21100,26100,31300,40100,47900,55800,66400,72600,81100,110600,149100,164600,190600,237700,342200,481500,NA,NA,2274,1098,695,948,1066,1229,1102,835,623,455,301,237,201,138,90,75,60,56,41,23,25,265,2018,NA
"511",511,17,"SG","Total",302637,391.334,1293,211,0.836,55035,46100,0.434,42298,37056,0.408,62867,51900,0.426,47050,42600,0.379,0,0,6800,19900,24900,29900,38700,46100,53700,62900,68600,75800,99600,128500,139900,155800,184200,249900,341300,763400,2725400,77666,37578,23185,30180,34839,41386,35879,27111,19164,13781,9563,6868,4858,3552,2598,2079,1478,1194,947,784,621,4992,2018,NA
"512",512,18,"GR","Total",130426,183.563,1407,210,0.848,52178,42800,0.491,40463,34429,0.472,59653,47900,0.47,45051,40000,0.436,0,0,2100,10500,16600,22800,33800,42800,51200,60700,66600,73800,97900,127200,138700,156800,188400,269000,371500,832000,3494900,33760,25409,10581,11208,13740,15439,13959,10690,7774,5498,3787,2703,2033,1460,1044,760,595,495,391,288,240,2332,2018,NA
"513",513,19,"AG","Total",395799,612.461,1547,349,0.801,61715,52100,0.42,47264,42200,0.395,69957,58300,0.41,52350,47600,0.365,0,0,7500,23500,30000,35400,44300,52100,60800,71400,78200,86500,113000,143900,155100,171300,197500,254000,330000,642500,2100000,89536,45105,23687,29981,38491,49663,46851,38236,29345,22304,16819,12602,9286,6841,5119,3920,2989,2365,1830,1513,1158,7694,2018,NA
"514",514,20,"TG","Total",162497,237.902,1464,261,0.826,58537,48800,0.434,44384,38667,0.409,66715,54900,0.425,49345,44300,0.38,0,0,7100,21200,26600,32000,40900,48800,56900,66900,73300,81100,106800,137500,149300,165700,194900,260000,350000,749100,2844900,39037,19612,11215,14740,17356,20819,19202,14848,11042,8305,5978,4279,3213,2405,1735,1327,1057,800,597,516,389,3062,2018,NA
"515",515,21,"TI","Total",227711,429.37,1886,156,0.892,54808,39100,0.543,41982,31400,0.518,61544,44500,0.524,46170,36500,0.488,0,0,200,10800,16000,20400,30000,39100,48200,58600,65100,73200,103100,146400,164700,192800,244300,369000,508500,1128400,3713400,72902,43882,23022,24071,25083,24861,20951,16131,11395,8106,5918,4295,3186,2512,1900,1526,1269,1026,817,712,631,6417,2018,NA
"516",516,22,"VD","Total",470753,1104.625,2347,214,0.868,63428,45500,0.537,47110,36923,0.504,71618,51700,0.512,52206,42556,0.466,0,0,0,12000,18600,24400,35800,45500,55800,68600,77000,87600,125000,174100,194000,223900,274000,382700,521000,1066600,3610000,144808,87713,35371,40266,44532,48662,42771,34314,26739,20664,16120,12628,9728,7758,6252,5038,4108,3366,2690,2387,1895,17751,2018,NA
"517",517,23,"VS","Total",243363,250.452,1029,145,0.857,44595,37100,0.52,34321,29300,0.502,51349,42000,0.511,38440,35100,0.474,0,0,0,4200,8000,14700,26700,37100,46200,55400,61000,67600,88700,113900,123800,139000,164900,221900,295300,619400,2780200,80171,64938,17885,21760,24543,27302,23964,18124,12690,8731,5919,4025,2869,2056,1361,1048,918,651,501,425,353,3300,2018,NA
"518",518,24,"NE","Total",109180,134.068,1228,163,0.854,51177,41800,0.485,39226,34000,0.454,58559,47000,0.476,43743,39600,0.428,0,0,0,11700,18200,23200,33200,41800,50100,60100,66500,74400,99900,129100,140600,156500,183500,245700,325800,677000,2725500,35411,20468,8693,10903,11993,13272,10933,8171,5976,4532,3334,2460,1784,1279,970,752,571,446,362,292,213,1776,2018,NA
"519",519,25,"GE","Total",290500,915.48,3151,186,0.893,68463,43500,0.602,50304,34733,0.568,75732,49450,0.581,54736,40100,0.54,0,0,0,5900,13250,19600,31400,43500,55600,69900,78800,90100,132800,193200,218500,256000,325400,481800,706600,1815600,9862900,98515,66101,21745,24775,23916,24351,23131,19451,16147,12602,9645,7693,5935,4793,3891,3186,2655,2239,1784,1526,1297,13637,2018,NA
"520",520,26,"JU","Total",46531,38.679,831,142,0.831,46656,40200,0.45,35902,32200,0.419,54103,45600,0.449,40415,38100,0.395,0,0,1900,13000,18600,23300,32300,40200,48000,57200,62500,69400,90200,112200,120000,131700,150900,191500,250100,485000,NA,15138,8307,3945,5132,5723,5855,4823,3607,2578,1873,1334,859,624,419,304,197,174,139,95,70,54,419,2018,NA
"521",521,1,"ZH","Total",918415,2593.572,2824,418,0.846,72760,53700,0.498,55745,44500,0.466,80615,59700,0.482,60653,49667,0.437,0,0,5400,20800,27300,33700,44300,53700,64100,77200,85800,96800,135400,187900,209100,239900,291100,409200,582000,1432000,5333200,208152,117131,58771,71385,79410,95422,93215,80271,63050,48672,38397,30556,23561,18366,14395,11613,9495,7889,6435,5465,4569,40347,2019,NA
"522",522,2,"BE","Total",659985,813.2,1232,209,0.826,53330,45500,0.455,42013,37700,0.433,60514,50600,0.444,46533,42875,0.403,0,0,900,15000,21600,27500,37500,45500,53700,63300,69300,76800,101000,128400,138500,152600,175900,228300,304100,647400,2710600,189882,110578,44919,56622,70646,83464,74448,57210,41762,30185,22163,16041,11478,8483,6427,4755,3434,2766,2175,1735,1382,9312,2019,NA
"523",523,3,"LU","Total",243634,447.665,1837,274,0.859,61733,48900,0.46,47326,39800,0.432,69851,54600,0.448,52296,45292,0.401,0,0,7400,21500,27100,32700,41400,48900,56700,66300,72500,80300,106800,139600,151500,170700,202400,278300,395400,946800,4500000,58553,28534,16867,21518,26007,32445,29799,22885,16306,11713,8597,6328,4546,3405,2586,2055,1488,1163,987,764,615,5026,2019,NA
